phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,details,target,label,domain,url_length,entropy,has_ip,num_subdomains
9419994,https://allegro.354903tgiu34.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9419994,2026-05-08 23:37:53+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.205.139', 'cidr_block': '172.67.192.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:59+00:00'}]",Allegro,1,allegro.354903tgiu34.shop,34,4.197325708706504,0,2
9419992,https://allegro-lokalnie.354903tgiu34.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9419992,2026-05-08 23:37:35+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '104.21.90.218', 'cidr_block': '104.21.80.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:59+00:00'}]",Allegro,1,allegro-lokalnie.354903tgiu34.shop,43,4.379298475431077,0,2
9419991,http://allegro-lokalnie.354903tgiu34.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9419991,2026-05-08 23:37:34+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '104.21.90.218', 'cidr_block': '104.21.80.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:59+00:00'}]",Allegro,1,allegro-lokalnie.354903tgiu34.shop,42,4.368042422572716,0,2
9419989,http://allegro.938329019sdz8.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419989,2026-05-08 23:35:15+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '104.21.58.200', 'cidr_block': '104.21.48.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:59+00:00'}]",Allegro,1,allegro.938329019sdz8.lat,33,4.225619876671973,0,2
9419990,https://allegro.938329019sdz8.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419990,2026-05-08 23:35:15+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '104.21.58.200', 'cidr_block': '104.21.48.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:59+00:00'}]",Allegro,1,allegro.938329019sdz8.lat,34,4.2339466645252255,0,2
9419988,https://allegro.9820389t2g823.cyou/,http://www.phishtank.com/phish_detail.php?phish_id=9419988,2026-05-08 23:34:53+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.184.51', 'cidr_block': '172.67.176.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:59+00:00'}]",Allegro,1,allegro.9820389t2g823.cyou,35,4.243010159554856,0,2
9419987,http://allegro.9820389t2g823.cyou/,http://www.phishtank.com/phish_detail.php?phish_id=9419987,2026-05-08 23:34:52+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.184.51', 'cidr_block': '172.67.176.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:59+00:00'}]",Allegro,1,allegro.9820389t2g823.cyou,34,4.175123135113461,0,2
9419986,https://allegro-lokalnie.345093093fi23o.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419986,2026-05-08 23:34:50+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '104.21.15.249', 'cidr_block': '104.21.0.0/19', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro-lokalnie.345093093fi23o.lat,44,4.354222744021599,0,2
9419985,http://allegro-lokalnie.345093093fi23o.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419985,2026-05-08 23:34:49+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '104.21.15.249', 'cidr_block': '104.21.0.0/19', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro-lokalnie.345093093fi23o.lat,43,4.295353348118593,0,2
9419983,http://allegro-lokalnie.9820389t2g823.cyou/,http://www.phishtank.com/phish_detail.php?phish_id=9419983,2026-05-08 23:34:47+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.184.51', 'cidr_block': '172.67.176.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro-lokalnie.9820389t2g823.cyou,43,4.408254580031927,0,2
9419984,https://allegro-lokalnie.9820389t2g823.cyou/,http://www.phishtank.com/phish_detail.php?phish_id=9419984,2026-05-08 23:34:47+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.184.51', 'cidr_block': '172.67.176.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro-lokalnie.9820389t2g823.cyou,44,4.464558038845993,0,2
9419981,http://allegro.345093093fi23o.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419981,2026-05-08 23:34:37+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.165.89', 'cidr_block': '172.67.160.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro.345093093fi23o.lat,34,4.13850217929474,0,2
9419982,https://allegro.345093093fi23o.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419982,2026-05-08 23:34:37+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.165.89', 'cidr_block': '172.67.160.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro.345093093fi23o.lat,35,4.207435516759525,0,2
9419980,https://allegro.29034239igssp.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419980,2026-05-08 23:34:35+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.212.189', 'cidr_block': '172.67.208.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro.29034239igssp.lat,34,4.1162996057016965,0,2
9419979,http://allegro.29034239igssp.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419979,2026-05-08 23:34:34+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.212.189', 'cidr_block': '172.67.208.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro.29034239igssp.lat,33,4.12728313431329,0,2
9419977,http://allegro-lokalnie.29034239igssp.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419977,2026-05-08 23:34:33+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.212.189', 'cidr_block': '172.67.208.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro-lokalnie.29034239igssp.lat,42,4.3000721137090645,0,2
9419978,https://allegro-lokalnie.29034239igssp.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9419978,2026-05-08 23:34:33+00:00,yes,2026-05-08 23:42:17+00:00,yes,"[{'ip_address': '172.67.212.189', 'cidr_block': '172.67.208.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegro-lokalnie.29034239igssp.lat,43,4.295353348118593,0,2
9419975,http://allegrolokalnie.pl03848284.lat,http://www.phishtank.com/phish_detail.php?phish_id=9419975,2026-05-08 23:24:03+00:00,yes,2026-05-08 23:32:41+00:00,yes,"[{'ip_address': '104.21.89.34', 'cidr_block': '104.21.64.0/19', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegrolokalnie.pl03848284.lat,37,4.080414513985239,0,2
9419973,http://allegrolokalnie.oferta3947253850.shop,http://www.phishtank.com/phish_detail.php?phish_id=9419973,2026-05-08 23:21:48+00:00,yes,2026-05-08 23:32:41+00:00,yes,"[{'ip_address': '172.67.200.10', 'cidr_block': '172.67.192.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegrolokalnie.oferta3947253850.shop,44,4.453416561671606,0,2
9419974,https://allegrolokalnie.oferta3947253850.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9419974,2026-05-08 23:21:48+00:00,yes,2026-05-08 23:32:41+00:00,yes,"[{'ip_address': '172.67.200.10', 'cidr_block': '172.67.192.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-09T00:22:58+00:00'}]",Allegro,1,allegrolokalnie.oferta3947253850.shop,46,4.457919564564537,0,2
9419964,http://allegro.pl-5784217539010593.shop,http://www.phishtank.com/phish_detail.php?phish_id=9419964,2026-05-08 22:44:00+00:00,yes,2026-05-08 22:52:25+00:00,yes,"[{'ip_address': '104.21.46.31', 'cidr_block': '104.21.32.0/19', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T23:12:50+00:00'}]",Allegro,1,allegro.pl-5784217539010593.shop,39,4.406821128952238,0,2
9419960,https://rw68r31c.r.ap-southeast-1.awstrack.me/l0/https:%2f%2fstorage.googleapis.com%2ffoldgaz%2findex.html/1/010e019e09780af4-45511c11-03bd-4c3f-9db0-45bcd3b00624-000000/iwkh38rekokfepz0jbi-udlebhq=258,http://www.phishtank.com/phish_detail.php?phish_id=9419960,2026-05-08 22:01:20+00:00,yes,2026-05-08 22:03:03+00:00,yes,"[{'ip_address': '3.0.167.137', 'cidr_block': '3.0.0.0/15', 'announcing_network': '16509', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T22:03:24+00:00'}]",Other,1,rw68r31c.r.ap-southeast-1.awstrack.me,201,5.040793300448165,0,4
9419958,https://onlineugyintezes-mvmnexthu.com/fizetesi/,http://www.phishtank.com/phish_detail.php?phish_id=9419958,2026-05-08 22:00:14+00:00,yes,2026-05-08 22:03:03+00:00,yes,"[{'ip_address': '172.67.163.100', 'cidr_block': '172.67.160.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T22:03:24+00:00'}]",Other,1,onlineugyintezes-mvmnexthu.com,48,4.155187698990101,0,1
9419957,http://allegrolokalnie.pl-983729037.shop,http://www.phishtank.com/phish_detail.php?phish_id=9419957,2026-05-08 21:59:55+00:00,yes,2026-05-08 22:03:03+00:00,yes,"[{'ip_address': '104.21.34.222', 'cidr_block': '104.21.32.0/19', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T22:03:24+00:00'}]",Allegro,1,allegrolokalnie.pl-983729037.shop,40,4.343942707918268,0,2
9419956,https://onlineugyintezes-mvmnexthu.com/fizetesi/hu/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9419956,2026-05-08 21:59:46+00:00,yes,2026-05-08 22:03:03+00:00,yes,"[{'ip_address': '104.21.81.187', 'cidr_block': '104.21.80.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T22:03:23+00:00'}]",Other,1,onlineugyintezes-mvmnexthu.com,60,4.221730656261779,0,1
9419955,https://onlineugyintezes-mvmnexthu.com/fizetesi/hu/card.php,http://www.phishtank.com/phish_detail.php?phish_id=9419955,2026-05-08 21:59:14+00:00,yes,2026-05-08 22:03:03+00:00,yes,"[{'ip_address': '104.21.81.187', 'cidr_block': '104.21.80.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T22:03:23+00:00'}]",Other,1,onlineugyintezes-mvmnexthu.com,59,4.3614802364490535,0,1
9419950,http://allegrolokalnie.oferta65422643.shop,http://www.phishtank.com/phish_detail.php?phish_id=9419950,2026-05-08 21:29:59+00:00,yes,2026-05-08 21:42:01+00:00,yes,"[{'ip_address': '172.67.178.164', 'cidr_block': '172.67.176.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:32:52+00:00'}]",Allegro,1,allegrolokalnie.oferta65422643.shop,42,4.290777839290893,0,2
9419944,https://allegro.popp0880a.shop,http://www.phishtank.com/phish_detail.php?phish_id=9419944,2026-05-08 21:12:11+00:00,yes,2026-05-08 21:22:21+00:00,yes,"[{'ip_address': '172.67.129.141', 'cidr_block': '172.67.128.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:47+00:00'}]",Allegro,1,allegro.popp0880a.shop,30,3.7614063297218414,0,2
9419943,https://v0-pedidos-chop.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=9419943,2026-05-08 21:10:52+00:00,yes,2026-05-08 21:22:21+00:00,yes,"[{'ip_address': '64.29.17.3', 'cidr_block': '64.29.17.0/24', 'announcing_network': '16509', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:47+00:00'}]",Other,1,v0-pedidos-chop.vercel.app,35,4.011585431837431,0,2
9419941,http://allegro.pl-oferta2228937.click,http://www.phishtank.com/phish_detail.php?phish_id=9419941,2026-05-08 21:09:05+00:00,yes,2026-05-08 21:22:21+00:00,yes,"[{'ip_address': '172.67.152.232', 'cidr_block': '172.67.144.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:47+00:00'}]",Allegro,1,allegro.pl-oferta2228937.click,37,4.303783770917412,0,2
9419939,https://managementpayment.com/,http://www.phishtank.com/phish_detail.php?phish_id=9419939,2026-05-08 21:04:58+00:00,yes,2026-05-08 21:12:07+00:00,yes,"[{'ip_address': '158.94.209.90', 'cidr_block': '158.94.209.0/24', 'announcing_network': '202412', 'rir': 'ripencc', 'country': 'TR', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Other,1,managementpayment.com,30,3.672905595320056,0,1
9419938,https://managementpayment.com/captcha,http://www.phishtank.com/phish_detail.php?phish_id=9419938,2026-05-08 21:04:43+00:00,yes,2026-05-08 21:12:07+00:00,yes,"[{'ip_address': '158.94.209.90', 'cidr_block': '158.94.209.0/24', 'announcing_network': '202412', 'rir': 'ripencc', 'country': 'TR', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Other,1,managementpayment.com,37,3.669082596448113,0,1
9419937,https://www.managementpayment.com/,http://www.phishtank.com/phish_detail.php?phish_id=9419937,2026-05-08 21:04:24+00:00,yes,2026-05-08 21:12:07+00:00,yes,"[{'ip_address': '158.94.209.90', 'cidr_block': '158.94.209.0/24', 'announcing_network': '202412', 'rir': 'ripencc', 'country': 'TR', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Other,1,www.managementpayment.com,34,3.79997938504983,0,2
9419933,http://allegrolokalnie.ofertapbriuxs3956204739.click/oferta/nowa-playstation-5-pro-2tb,http://www.phishtank.com/phish_detail.php?phish_id=9419933,2026-05-08 21:00:13+00:00,yes,2026-05-08 21:02:51+00:00,yes,"[{'ip_address': '104.21.15.184', 'cidr_block': '104.21.0.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Allegro,1,allegrolokalnie.ofertapbriuxs3956204739.click,86,4.672442006514459,0,2
9419934,https://allegrolokalnie.ofertapbriuxs3956204739.click/oferta/nowa-playstation-5-pro-2tb,http://www.phishtank.com/phish_detail.php?phish_id=9419934,2026-05-08 21:00:13+00:00,yes,2026-05-08 21:02:51+00:00,yes,"[{'ip_address': '104.21.15.184', 'cidr_block': '104.21.0.0/19', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Allegro,1,allegrolokalnie.ofertapbriuxs3956204739.click,87,4.6776142562360805,0,2
9419932,http://allegrolokalnie.pl-oferta9262595.click,http://www.phishtank.com/phish_detail.php?phish_id=9419932,2026-05-08 21:00:11+00:00,yes,2026-05-08 21:02:51+00:00,yes,"[{'ip_address': '172.67.156.3', 'cidr_block': '172.67.144.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Allegro,1,allegrolokalnie.pl-oferta9262595.click,45,4.280090318263436,0,2
9419931,https://allegrolokalnie.yb842190123.click,http://www.phishtank.com/phish_detail.php?phish_id=9419931,2026-05-08 21:00:09+00:00,yes,2026-05-08 21:02:51+00:00,yes,"[{'ip_address': '172.67.146.30', 'cidr_block': '172.67.144.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Allegro,1,allegrolokalnie.yb842190123.click,41,4.537804675973284,0,2
9419928,https://2fhsl82f.r.us-east-1.awstrack.me/l0/https:%2f%2fstorage.googleapis.com%2fmvmnext%2findex.html/1/0100019e08785b69-638759d9-f7e2-48ca-8d2d-4fe3bdd1170a-000000/jj4qsmgtfnh-kxtv-4cpezd_13y=473,http://www.phishtank.com/phish_detail.php?phish_id=9419928,2026-05-08 20:57:56+00:00,yes,2026-05-08 21:02:51+00:00,yes,"[{'ip_address': '3.228.96.102', 'cidr_block': '3.224.0.0/12', 'announcing_network': '14618', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Other,1,2fhsl82f.r.us-east-1.awstrack.me,196,5.104366822303859,0,4
9419925,https://allegrolokalnie.pl-752936.click,http://www.phishtank.com/phish_detail.php?phish_id=9419925,2026-05-08 20:56:36+00:00,yes,2026-05-08 21:02:52+00:00,yes,"[{'ip_address': '104.21.70.192', 'cidr_block': '104.21.64.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Allegro,1,allegrolokalnie.pl-752936.click,39,4.37489516746925,0,2
9419926,https://onlineugyintezes-mvmnexthu.com/,http://www.phishtank.com/phish_detail.php?phish_id=9419926,2026-05-08 20:56:36+00:00,yes,2026-05-08 21:02:52+00:00,yes,"[{'ip_address': '172.67.163.100', 'cidr_block': '172.67.160.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Other,1,onlineugyintezes-mvmnexthu.com,39,4.169766962341045,0,1
9419924,https://onlineugyintezes-mvmnexthu.com/card.php,http://www.phishtank.com/phish_detail.php?phish_id=9419924,2026-05-08 20:56:12+00:00,yes,2026-05-08 21:02:52+00:00,yes,"[{'ip_address': '172.67.163.100', 'cidr_block': '172.67.160.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Other,1,onlineugyintezes-mvmnexthu.com,47,4.3839601280892575,0,1
9419923,https://allegrolokalnie.6264431.click,http://www.phishtank.com/phish_detail.php?phish_id=9419923,2026-05-08 20:56:05+00:00,yes,2026-05-08 21:02:52+00:00,yes,"[{'ip_address': '104.21.43.28', 'cidr_block': '104.21.32.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Allegro,1,allegrolokalnie.6264431.click,37,4.3010847041576845,0,2
9419922,http://allegrolokalnie.2837437359686.click,http://www.phishtank.com/phish_detail.php?phish_id=9419922,2026-05-08 20:56:01+00:00,yes,2026-05-08 21:02:52+00:00,yes,"[{'ip_address': '104.21.36.104', 'cidr_block': '104.21.32.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Allegro,1,allegrolokalnie.2837437359686.click,42,4.431257232859706,0,2
9419919,http://allegro-lokalnie.smaro12919287392.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9419919,2026-05-08 20:52:40+00:00,yes,2026-05-08 21:02:52+00:00,yes,"[{'ip_address': '172.67.159.153', 'cidr_block': '172.67.144.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Allegro,1,allegro-lokalnie.smaro12919287392.shop,46,4.414441303694972,0,2
9419918,https://allegro.ioudsuoifsdi.lat/lokalnie/,http://www.phishtank.com/phish_detail.php?phish_id=9419918,2026-05-08 20:50:36+00:00,yes,2026-05-08 21:02:52+00:00,yes,"[{'ip_address': '172.67.165.141', 'cidr_block': '172.67.160.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-05-08T21:22:46+00:00'}]",Allegro,1,allegro.ioudsuoifsdi.lat,42,4.014357827994779,0,2
9419906,http://helpdesk-abbott.com,http://www.phishtank.com/phish_detail.php?phish_id=9419906,2026-05-08 20:12:31+00:00,yes,2026-05-08 20:22:31+00:00,yes,"[{'ip_address': '194.48.251.61', 'cidr_block': '194.48.251.0/24', 'announcing_network': '199639', 'rir': 'ripencc', 'country': 'BG', 'detail_time': '2026-05-08T20:22:50+00:00'}]",Other,1,helpdesk-abbott.com,26,3.9312089489103226,0,1
9419905,https://alokanand5438-star.github.io/usdt/,http://www.phishtank.com/phish_detail.php?phish_id=9419905,2026-05-08 20:09:50+00:00,yes,2026-05-08 20:12:44+00:00,yes,"[{'ip_address': '185.199.110.153', 'cidr_block': '185.199.110.0/24', 'announcing_network': '54113', 'rir': 'ripencc', 'country': 'US', 'detail_time': '2026-05-08T20:12:49+00:00'}]",Other,1,alokanand5438-star.github.io,42,4.288400090002563,0,2
9419904,http://alokanand5438-star.github.io/usdt,http://www.phishtank.com/phish_detail.php?phish_id=9419904,2026-05-08 20:09:49+00:00,yes,2026-05-08 20:12:44+00:00,yes,"[{'ip_address': '185.199.110.153', 'cidr_block': '185.199.110.0/24', 'announcing_network': '54113', 'rir': 'ripencc', 'country': 'US', 'detail_time': '2026-05-08T20:12:49+00:00'}]",Other,1,alokanand5438-star.github.io,40,4.312814895472355,0,2
