phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,details,target,label,domain,url_length,entropy,has_ip,num_subdomains
9406743,https://psee.io/8zaqrj,http://www.phishtank.com/phish_detail.php?phish_id=9406743,2026-04-28 07:30:47+00:00,yes,2026-04-28 07:41:58+00:00,yes,"[{'ip_address': '172.67.131.103', 'cidr_block': '172.67.128.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-28T08:03:59+00:00'}]",Other,1,psee.io,22,3.879664004902593,0,1
9406741,https://psee.io/8z9ngm,http://www.phishtank.com/phish_detail.php?phish_id=9406741,2026-04-28 07:30:40+00:00,yes,2026-04-28 07:41:58+00:00,yes,"[{'ip_address': '104.21.3.254', 'cidr_block': '104.21.0.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-28T08:03:59+00:00'}]",Other,1,psee.io,22,3.879664004902593,0,1
9406708,https://rebrand.ly/cardtick,http://www.phishtank.com/phish_detail.php?phish_id=9406708,2026-04-28 07:02:52+00:00,yes,2026-04-28 07:12:27+00:00,yes,"[{'ip_address': '172.67.73.42', 'cidr_block': '172.67.64.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-28T07:03:48+00:00'}]",Facebook,1,rebrand.ly,27,4.004344446367528,0,1
9406704,https://beacons.ai/vacs,http://www.phishtank.com/phish_detail.php?phish_id=9406704,2026-04-28 06:59:10+00:00,yes,2026-04-28 07:02:47+00:00,yes,"[{'ip_address': '104.20.24.128', 'cidr_block': '104.20.16.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-28T07:03:48+00:00'}]",Facebook,1,beacons.ai,23,3.7294461949052566,0,1
9406608,https://started-live-en.wixstudio.com/en-us,http://www.phishtank.com/phish_detail.php?phish_id=9406608,2026-04-28 03:55:21+00:00,yes,2026-04-28 06:02:55+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-28T04:23:09+00:00'}]",Other,1,started-live-en.wixstudio.com,43,4.219885615610767,0,2
9406352,https://startedledgr.wixstudio.com/start,http://www.phishtank.com/phish_detail.php?phish_id=9406352,2026-04-27 20:11:30+00:00,yes,2026-04-27 20:22:09+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T20:22:59+00:00'}]",Other,1,startedledgr.wixstudio.com,40,4.024024420865021,0,2
9406250,https://homeledgr.wixstudio.com/live-desktop,http://www.phishtank.com/phish_detail.php?phish_id=9406250,2026-04-27 18:52:11+00:00,yes,2026-04-27 19:02:42+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T19:03:42+00:00'}]",Other,1,homeledgr.wixstudio.com,44,4.2544418457133455,0,2
9406232,https://homeledgr.wixstudio.com/desktop-app,http://www.phishtank.com/phish_detail.php?phish_id=9406232,2026-04-27 18:50:43+00:00,yes,2026-04-27 19:02:42+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T19:03:42+00:00'}]",Other,1,homeledgr.wixstudio.com,43,4.239763591710148,0,2
9405894,https://area-clienti-aruba-rinnovo.auth-login-dashboard.com/qw8x6iefnc-ymlmkqx-wu7zhb4z-5imhybu/index.html,http://www.phishtank.com/phish_detail.php?phish_id=9405894,2026-04-27 14:38:45+00:00,yes,2026-04-30 18:12:38+00:00,yes,"[{'ip_address': '104.21.54.138', 'cidr_block': '104.21.48.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T14:52:49+00:00'}]",Other,1,area-clienti-aruba-rinnovo.auth-login-dashboard.com,106,4.782911111644096,0,2
9405704,https://track.pstmrk.it/3s/bw-kundenservice-de.servpulero.com%2findex.php/qgor/y-xeaq/aq/da409a85-f8ba-4e08-9ba3-64e0dc27a016/1/vnh3i_7qrd,http://www.phishtank.com/phish_detail.php?phish_id=9405704,2026-04-27 11:30:16+00:00,yes,2026-04-27 11:42:08+00:00,yes,"[{'ip_address': '3.23.144.202', 'cidr_block': '3.0.0.0/10', 'announcing_network': '16509', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T12:05:40+00:00'}]",Other,1,track.pstmrk.it,138,5.023531937025011,0,2
9405703,https://track.pstmrk.it/3s/bw-kundenservice-de.servpulero.com%2findex.php/qgor/yvxeaq/aq/502a9306-6168-4305-885a-262b73aa2977/1/hsdfvbhrde,http://www.phishtank.com/phish_detail.php?phish_id=9405703,2026-04-27 11:30:15+00:00,yes,2026-04-27 11:42:08+00:00,yes,"[{'ip_address': '3.23.144.202', 'cidr_block': '3.20.0.0/14', 'announcing_network': '16509', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T12:05:40+00:00'}]",Other,1,track.pstmrk.it,138,5.032994820725291,0,2
9405477,http://allegro.7765343465746857.click/,http://www.phishtank.com/phish_detail.php?phish_id=9405477,2026-04-27 06:14:13+00:00,yes,2026-04-27 06:21:52+00:00,yes,"[{'ip_address': '104.21.38.117', 'cidr_block': '104.21.32.0/19', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T06:22:50+00:00'}]",Allegro,1,allegro.7765343465746857.click,38,4.2012317894747095,0,2
9405364,https://i2mind.com/wordpress/wp-content/plugins/hello-dolly/cc/index.html,http://www.phishtank.com/phish_detail.php?phish_id=9405364,2026-04-26 23:48:30+00:00,yes,2026-04-27 00:11:46+00:00,yes,"[{'ip_address': '82.96.137.78', 'cidr_block': '82.96.128.0/18', 'announcing_network': '199636', 'rir': 'ripencc', 'country': 'FR', 'detail_time': '2026-04-27T00:05:45+00:00'}]",Other,1,i2mind.com,73,4.274092073510644,0,1
9405363,https://njj.standard.us-east-1.oortstorages.com/mail.mvl,http://www.phishtank.com/phish_detail.php?phish_id=9405363,2026-04-26 23:48:28+00:00,yes,2026-04-27 00:11:46+00:00,yes,"[{'ip_address': '170.106.62.62', 'cidr_block': '170.106.32.0/19', 'announcing_network': '132203', 'rir': 'apnic', 'country': 'SG', 'detail_time': '2026-04-27T00:05:45+00:00'}]",Other,1,njj.standard.us-east-1.oortstorages.com,56,4.226935395914428,0,4
9405323,https://gravatar.com/profoundly64d949312c,http://www.phishtank.com/phish_detail.php?phish_id=9405323,2026-04-26 23:46:35+00:00,yes,2026-04-27 00:03:27+00:00,yes,"[{'ip_address': '192.0.80.239', 'cidr_block': '192.0.80.0/24', 'announcing_network': '2635', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T00:05:42+00:00'}]",Other,1,gravatar.com,41,4.533785236061562,0,1
9405321,https://gravatar.com/cupcakegeneral2e551fe048,http://www.phishtank.com/phish_detail.php?phish_id=9405321,2026-04-26 23:46:29+00:00,yes,2026-04-27 00:03:27+00:00,yes,"[{'ip_address': '192.0.80.239', 'cidr_block': '192.0.80.0/24', 'announcing_network': '2635', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T00:05:42+00:00'}]",Other,1,gravatar.com,45,4.419879075051285,0,1
9405299,https://ln.run/wcnhy,http://www.phishtank.com/phish_detail.php?phish_id=9405299,2026-04-26 23:45:23+00:00,yes,2026-04-27 00:03:27+00:00,yes,"[{'ip_address': '172.67.68.62', 'cidr_block': '172.67.64.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T00:05:41+00:00'}]",Other,1,ln.run,20,3.6464393446710153,0,1
9405297,https://ln.run/tbnuj,http://www.phishtank.com/phish_detail.php?phish_id=9405297,2026-04-26 23:45:17+00:00,yes,2026-04-27 00:03:27+00:00,yes,"[{'ip_address': '104.26.2.145', 'cidr_block': '104.26.0.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T00:05:41+00:00'}]",Other,1,ln.run,20,3.5086949695628413,0,1
9405295,https://ln.run/egte4,http://www.phishtank.com/phish_detail.php?phish_id=9405295,2026-04-26 23:45:10+00:00,yes,2026-04-27 00:03:27+00:00,yes,"[{'ip_address': '104.26.2.145', 'cidr_block': '104.26.0.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T00:05:41+00:00'}]",Other,1,ln.run,20,3.646439344671015,0,1
9405248,https://rebrand.ly/8ym0gpf,http://www.phishtank.com/phish_detail.php?phish_id=9405248,2026-04-26 23:43:35+00:00,yes,2026-04-26 23:52:05+00:00,yes,"[{'ip_address': '104.26.0.193', 'cidr_block': '104.26.0.0/20', 'announcing_network': '13335', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T00:05:40+00:00'}]",Other,1,rebrand.ly,26,4.209867121904035,0,1
9405247,https://usc1.contabostorage.com/9ca7fbf7db654c2187b51a221b33bcdd:all/all-domain.html,http://www.phishtank.com/phish_detail.php?phish_id=9405247,2026-04-26 23:43:32+00:00,yes,2026-04-26 23:52:05+00:00,yes,"[{'ip_address': '209.126.15.84', 'cidr_block': '209.126.0.0/20', 'announcing_network': '40021', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-27T00:05:39+00:00'}]",Other,1,usc1.contabostorage.com,84,4.66286035852656,0,2
9404657,https://gettingstarts.wixstudio.com/start-en-us,http://www.phishtank.com/phish_detail.php?phish_id=9404657,2026-04-26 09:33:03+00:00,yes,2026-04-26 09:42:13+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-26T09:52:54+00:00'}]",Other,1,gettingstarts.wixstudio.com,47,4.032272361855622,0,2
9404263,https://sdkangkeer.com/u/eglmfslleq,http://www.phishtank.com/phish_detail.php?phish_id=9404263,2026-04-25 18:33:10+00:00,yes,2026-04-25 18:41:58+00:00,yes,"[{'ip_address': '43.133.7.14', 'cidr_block': '43.133.0.0/19', 'announcing_network': '132203', 'rir': 'apnic', 'country': 'SG', 'detail_time': '2026-04-25T18:52:52+00:00'}]",Other,1,sdkangkeer.com,35,4.171860873964197,0,1
9402907,https://startd-desktoplive.wixstudio.com/us-en,http://www.phishtank.com/phish_detail.php?phish_id=9402907,2026-04-24 08:09:27+00:00,yes,2026-04-24 08:11:49+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-24T09:22:56+00:00'}]",Other,1,startd-desktoplive.wixstudio.com,46,4.243260804109597,0,2
9402906,https://learn-desktop-en.wixstudio.com/home,http://www.phishtank.com/phish_detail.php?phish_id=9402906,2026-04-24 08:09:13+00:00,yes,2026-04-24 08:11:49+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-24T09:22:56+00:00'}]",Other,1,learn-desktop-en.wixstudio.com,43,4.274874638322402,0,2
9402835,https://en-ledgr-live.wixstudio.com/us-en,http://www.phishtank.com/phish_detail.php?phish_id=9402835,2026-04-24 06:15:23+00:00,yes,2026-04-24 06:21:51+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-24T06:33:04+00:00'}]",Other,1,en-ledgr-live.wixstudio.com,41,4.289882797037173,0,2
9402829,https://en-started.wixstudio.com/en-us,http://www.phishtank.com/phish_detail.php?phish_id=9402829,2026-04-24 06:11:47+00:00,yes,2026-04-24 06:21:51+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-24T06:33:04+00:00'}]",Other,1,en-started.wixstudio.com,38,4.11320605347612,0,2
9402617,https://open-lgrlive.wixstudio.com/live,http://www.phishtank.com/phish_detail.php?phish_id=9402617,2026-04-23 21:10:01+00:00,yes,2026-04-23 21:21:53+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-23T22:23:05+00:00'}]",Other,1,open-lgrlive.wixstudio.com,39,4.265544846790009,0,2
9402614,https://ledgrlive-apps.wixstudio.com/live,http://www.phishtank.com/phish_detail.php?phish_id=9402614,2026-04-23 21:09:14+00:00,yes,2026-04-23 21:21:53+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-23T22:23:05+00:00'}]",Other,1,ledgrlive-apps.wixstudio.com,41,4.271470906740503,0,2
9401769,https://ledgrlive-en-us.wixstudio.com/eng-us,http://www.phishtank.com/phish_detail.php?phish_id=9401769,2026-04-23 07:30:31+00:00,yes,2026-04-23 07:32:30+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-23T08:05:34+00:00'}]",Other,1,ledgrlive-en-us.wixstudio.com,44,4.282739857027812,0,2
9401275,https://njj.standard.us-east-1.oortstorages.com/fitsal.vbn,http://www.phishtank.com/phish_detail.php?phish_id=9401275,2026-04-22 17:29:54+00:00,yes,2026-04-22 17:41:41+00:00,yes,"[{'ip_address': '170.106.62.62', 'cidr_block': '170.106.60.0/22', 'announcing_network': '132203', 'rir': 'apnic', 'country': 'SG', 'detail_time': '2026-04-22T17:33:13+00:00'}]",Other,1,njj.standard.us-east-1.oortstorages.com,58,4.258206644021185,0,4
9401215,https://live-enledgr.wixstudio.com/us-en,http://www.phishtank.com/phish_detail.php?phish_id=9401215,2026-04-22 17:02:42+00:00,yes,2026-04-22 17:11:56+00:00,yes,"[{'ip_address': '34.144.206.118', 'cidr_block': '34.144.128.0/17', 'announcing_network': '396982', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-22T17:13:13+00:00'}]",Other,1,live-enledgr.wixstudio.com,40,4.296439344671016,0,2
9401202,https://bio.site/desbloquear_bhd_loguin,http://www.phishtank.com/phish_detail.php?phish_id=9401202,2026-04-22 16:59:18+00:00,yes,2026-04-22 17:03:10+00:00,yes,"[{'ip_address': '151.101.194.132', 'cidr_block': '151.101.192.0/22', 'announcing_network': '54113', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-22T17:03:51+00:00'}]",Other,1,bio.site,39,4.175550615909831,0,1
9400405,https://bio.site/clientesbhdganar_2026,http://www.phishtank.com/phish_detail.php?phish_id=9400405,2026-04-21 22:06:54+00:00,yes,2026-04-21 22:22:13+00:00,yes,"[{'ip_address': '151.101.2.132', 'cidr_block': '151.101.0.0/22', 'announcing_network': '54113', 'rir': 'arin', 'country': 'US', 'detail_time': '2026-04-21T22:22:58+00:00'}]",Other,1,bio.site,38,4.273728829005327,0,1
